movie,actor
The Last of Sheila,Josh Charles
The Last of Sheila,Anita Ekberg
The Last of Sheila,Wilfrid Hyde-White
When in Rome,Dylan McDermott
When in Rome,Sebastian Cabot
When in Rome,Penelope Wilton
When in Rome,Amanda Wyss
The Stepfather,Lauren Hutton
The Stepfather,Stephen Lack
The Stepfather,Lauren Graham
The Stepfather,John C. Reilly
Band of the Hand,Chester Morris
Band of the Hand,Ken Sagoes
In the Navy,Maria Schneider
In the Navy,Justin McGuire
In the Navy,Maxi Nüchtern
In the Navy,David Rappaport
Kongo,Bette Davis
Kongo,Dennis Dun
Kongo,Paula E. Sheppard
Kongo,Gaby Hoffmann
That Old Feeling,Lolita Davidovich
That Old Feeling,Joan Collins
That Old Feeling,Norman Fell
The Unknown,Jeff Anderson
The Unknown,Matt Craven
The Unknown,Josh Albee
The Unknown,H.B. Halicki
True Grit,John Furey
True Grit,Prince
True Grit,Alan Fisler
True Grit,Frank Maxwell
Dust Be My Destiny,Amanda Bynes
Dust Be My Destiny,Sasha Jenson
Dust Be My Destiny,Kathy Burke
Dust Be My Destiny,Derrick De Marney
Butterfly Kiss,Ed Quinn
Butterfly Kiss,Wallace Shawn
Butterfly Kiss,Ihsa Koppikar
Butterfly Kiss,Ray McAnally
Escape To Witch Mountain,Peter Firth
Escape To Witch Mountain,Nancy Parsons
Escape To Witch Mountain,Bruce Davison
Escape To Witch Mountain,Diane Kruger
The Wild Angels,Tom Skerritt
The Wild Angels,Jeremy Sisto
The Wild Angels,Connie Scott
The Wild Angels,Steve Railsback
Hell's Angels '69,Charles Boyer
Hell's Angels '69,Sugar Ray Leonard
Hell's Angels '69,Morag McNee
Hell's Angels '69,Richard Denning
Machine-Gun Kelly,Kirk Acevedo
Machine-Gun Kelly,Anthony Quayle
Machine-Gun Kelly,Caroline Rothwell
Machine-Gun Kelly,E.G. Marshall
Last Train from Gun Hill,Adam Lavorgna
Last Train from Gun Hill,Jack Nance
Last Train from Gun Hill,S. Z. Sakall
Last Train from Gun Hill,Jan-Michael Vincent
Hells Angels on Wheels,Tom Arnold
Hells Angels on Wheels,Bruce Cabot
Hells Angels on Wheels,Laurence Olivier
Hells Angels on Wheels,Richard Rober
Maniac Cop,Ice Cube
Maniac Cop,Rusty Schwimmer
Maniac Cop,Charles Ruggles
Maniac Cop,Gary Bakewell
Surviving The Game,Joan Collins
Strait-Jacket,Tony Doyle
Strait-Jacket,Timothy Dalton
Strait-Jacket,Sarah Henderson
Strait-Jacket,Ron Rich
The Substance of Fire,Paul Benedict
The Substance of Fire,Maggie McOmie
The Substance of Fire,Myrna Loy
The Substance of Fire,Karl Malden
Priest,Warren Clarke
Priest,Richard Attenborough
Priest,Harry Crosby
Priest,Ed Begley
Cockfighter,Will Geer
Cockfighter,Milla Jovovich
Cockfighter,Jack Nance
Cockfighter,Warren Clarke
The Shooting,Cameron Diaz
The Shooting,Milla Jovovich
The Shooting,Jack Nance
The Shooting,Katherine Helmond
Ride in the Whirlwind,Patrick Bauchau
Ride in the Whirlwind,Adam Sandler
Ride in the Whirlwind,Chad Everett
Ride in the Whirlwind,Kristy McNichol
Highway to Hell,Dylan Baker
Highway to Hell,Nancy Sinatra
Highway to Hell,James Larkin
Highway to Hell,Quentin Crisp
Destiny Turns on the Radio,John Lennon
Destiny Turns on the Radio,Michael Rosenbaum
Destiny Turns on the Radio,Peter Berg
Destiny Turns on the Radio,Roy Chiao
Every Day's a Holiday,Jessica Harper
Every Day's a Holiday,Michelle Monaghan
Every Day's a Holiday,Jennifer Grey
Every Day's a Holiday,Jason Priestley
A Thousand Acres,Bill Nunn
A Thousand Acres,Ice Cube
A Thousand Acres,William Russ
A Thousand Acres,Ian Richardson
Trespass,George Brent
Trespass,Susan Ursitti
Trespass,Ian Abercrombie
Trespass,Jack Elam
Jane Eyre,Kelly Preston
Jane Eyre,Chuck Schoville
Jane Eyre,Jason Biggs
Jane Eyre,Susanne Lothar
Above Suspicion,Robert Cummings
Above Suspicion,Edward Judd
Above Suspicion,Mili Avital
Above Suspicion,Enrique Castillo
Stone,Elton John
Stone,Julianne Nicholson
Stone,Joaquin Phoenix
Stone,Jack McClelland
Tickle Me,Jack Kruschen
Tickle Me,Googie Withers
Tickle Me,Frederick Forrest
Tickle Me,Grant Piro
Nine Men,James Caan
Nine Men,Barbara Parkins
Nine Men,Helena Bonham Carter
Nine Men,Walter Pidgeon
Kiss Tomorrow Goodbye,Dean Jagger
Kiss Tomorrow Goodbye,Tim Bagley
Kiss Tomorrow Goodbye,Suzanne Flon
Kiss Tomorrow Goodbye,Keeley Hawes
The Shaggy D.A.,Paul Richards
The Shaggy D.A.,Edward Byrnes
The Shaggy D.A.,Simon Ferry
The Shaggy D.A.,Rachel Roberts
The Terror of Tiny Town,John Pankow
The Terror of Tiny Town,Lee Remick
The Terror of Tiny Town,Jack Cassidy
Kansas City Confidential,Elden Henson
Kansas City Confidential,Lexi Randall
Kansas City Confidential,Lidea Ruth
Kansas City Confidential,Russell Wong
A Little Princess,Sam Neill
A Little Princess,Helen Hunt
A Little Princess,John Hubbard
A Little Princess,Andrea Occhipinti
Brighton Rock,Bin Wu
Brighton Rock,Danny Huston
Brighton Rock,Roseanne Barr
Brighton Rock,Veerendra Saxena
White Christmas,Noel Willman
White Christmas,Jason Priestley
White Christmas,Jane Russell
White Christmas,Lex Barker
Heidi,Kirsten Sheridan
Heidi,Steve Forrest
Heidi,Mary Woronov
Heidi,Ashley Laurence
It Takes Two,Norah Baring
It Takes Two,Chester Morris
It Takes Two,Arthur O'Connell
It Takes Two,Christopher Lloyd
Dirty Work,Denys Hawthorne
Dirty Work,Wesley Snipes
Dirty Work,Courteney Cox
Dirty Work,Gregg Henry
The Preacher's Wife,Tony Becker
The Preacher's Wife,Janet Landgard
The Preacher's Wife,David Essex
The Preacher's Wife,Barbara Payton
The Black Shield Of Falworth,Burt Kwouk
The Black Shield Of Falworth,Hugo Weaving
The Black Shield Of Falworth,Yvonne Craig
The Black Shield Of Falworth,Charles Aznavour
Brute Force,Paul Henreid
Brute Force,Michael Callan
Brute Force,Pete O'Herne
Brute Force,Kerry Fox
Strange Bedfellows,Jane Darwell
Strange Bedfellows,James Brown
Strange Bedfellows,Jason Priestley
Strange Bedfellows,Mark Hamill
Comes a Horseman,Douglas Wilmer
Comes a Horseman,Joel Murray
Comes a Horseman,Vanessa Lee Chester
Comes a Horseman,Jason Patric
The Day of the Triffids,John Meillon
The Day of the Triffids,Hope Lange
The Day of the Triffids,Hayden Rorke
Tiger Bay,Hayden Rorke
Twisted Nerve,Steve Marachuk
Twisted Nerve,Charles Gray
Twisted Nerve,Judith Hoag
Twisted Nerve,Steve James
The Lonely Guy,Alice Krige
The Lonely Guy,Ben Stiller
The Lonely Guy,Christopher Stone
The Lonely Guy,Jack Thibeau
Excess Baggage,Jamie Foreman
Excess Baggage,Ni Ten
Excess Baggage,Barry Brown
Excess Baggage,John Collin
Held Up,Frederick Combs
Held Up,Teresa Wright
Held Up,Ras Daniel Hartman
Held Up,Nancy Travis
One From the Heart,Peggy Ashcroft
One From the Heart,John Cusack
Gun Crazy,Steve Martin
Gun Crazy,Bob Zmuda
Gun Crazy,James Carpenter
Gun Crazy,Bob Hoskins
The Swarm,Abby Dalton
The Swarm,Saskia Reeves
The Swarm,Tandi Wright
The Swarm,Vanity
Sole Survivor,Kate Beahan
Sole Survivor,Matt Damon
Sole Survivor,Aneta Corsaut
Sole Survivor,Alain Delon
Nothing But the Truth,Dean Jagger
Nothing But the Truth,Michele Lamar Richards
Nothing But the Truth,David Thewlis
Nothing But the Truth,Buddy Ebsen
The Love Bug,Jesse James
The Love Bug,Amber Smith
The Love Bug,Michael Dolan
The Love Bug,Joel McCrea
Beyond a Reasonable Doubt,Diva Gray
Beyond a Reasonable Doubt,T.P. McKenna
Beyond a Reasonable Doubt,Edith Evans
Beyond a Reasonable Doubt,David Rott
Polyester,Christopher Stone
Polyester,Michael Haley
Polyester,Steve Huison
Polyester,Jay O. Sanders
McBain,Marlee Matlin
McBain,Arthur Hunnicutt
McBain,Mel Brooks
McBain,Glenne Headly
Rancho Notorious,Jason Priestley
Rancho Notorious,Jonathan Penner
Rancho Notorious,Victoria Tennant
Rancho Notorious,Shaun Sipos
Something Wicked This Way Comes,Shannen Doherty
Something Wicked This Way Comes,Bill Kerr
Something Wicked This Way Comes,Adrien Brody
Something Wicked This Way Comes,Jim Hutton
Cannibal Women in the Avocado Jungle of Death,Hume Cronyn
Cannibal Women in the Avocado Jungle of Death,Jennifer Jason Leigh
Cannibal Women in the Avocado Jungle of Death,Gina Gershon
Cannibal Women in the Avocado Jungle of Death,Robert Montgomery
Beat the Devil,Glenn Close
Beat the Devil,Gerald R. Molen
Beat the Devil,George Loros
Beat the Devil,Siobhan McKenna
The Green Glove,Dennis King
The Green Glove,Christopher Lambert
The Green Glove,Patricia Clarkson
The Green Glove,Tom McCamus
The City of the Dead,Booker Bradshaw
The City of the Dead,Siobhan McKenna
The City of the Dead,Ernest Borgnine
The City of the Dead,Dorothy Hart
The Ghoul,Arte Johnson
The Ghoul,Richard Moir
The Ghoul,Kathleen Beller
The Ghoul,Peter Mullan
The Ghost Train,Toby Robins
The Ghost Train,Marjorie Ann Mutchie
The Ghost Train,John Vernon
The Ghost Train,Leon Robinson
The Face at the Window,Gene Hackman
The Face at the Window,Pia Tjelta
The Face at the Window,Richard Pryor
The Face at the Window,Richard Edson
The Devil Makes Three,Robert Cummings
The Irishman,Gregory Jones
The Irishman,Jennifer Jason Leigh
The Irishman,Frederick Stafford
The Irishman,Marisa Mell
The Man in the Gray Flannel Suit,Alan Badel
The Man in the Gray Flannel Suit,June Marlowe
The Man in the Gray Flannel Suit,Thora Birch
The Man in the Gray Flannel Suit,Bert Lahr
A Kind of Loving,Paul Muni
A Kind of Loving,Joel Brooks
A Kind of Loving,Kevin Kline
A Kind of Loving,Harvey Fierstein
Buffalo Bill and the Indians,Radha Mitchell
Buffalo Bill and the Indians,Guillermo Díaz
Buffalo Bill and the Indians,Saul Stein
Beat Street,Jon Favreau
Beat Street,Jenny Lewis
Beat Street,Stephen Young
Beat Street,Patrick Macnee
The Final Programme,Jack Lambert
The Final Programme,Bessie Love
The Final Programme,Peter Friedman
The Final Programme,Kevin Smith
Long Day's Journey Into Night,Jörg Schüttauf
Long Day's Journey Into Night,Fyvush Finkel
Long Day's Journey Into Night,Scott Caan
Long Day's Journey Into Night,Sir Cedrick Hardwicke
The Keep,Mark McKinney
The Keep,Darren McGavin
The Keep,Damon Wayans
The Keep,Anthony Franciosa
Disorderlies,Jeff Anderson
Disorderlies,Valerie Hobson
Disorderlies,Geraldine Chaplin
Disorderlies,Neal McDonough
The Last American Hero,John Ashton
The Last American Hero,Carole Landis
The Last American Hero,Walter Brennan
The Last American Hero,Roscoe Ates
Twentieth Century,Jack Oakie
Twentieth Century,John Sutton
Twentieth Century,William Mervyn
Twentieth Century,Peter Murray-Hill
Hawk the Slayer,Matt Damon
Hawk the Slayer,Sean Penn
Hawk the Slayer,Max Wall
Hawk the Slayer,James Robertson Justice
A Kiss Before Dying,C. Aubrey Smith
A Kiss Before Dying,Tim Thomerson
A Kiss Before Dying,Lindsay Wagner
A Kiss Before Dying,Darlene Cates
The Land That Time Forgot,John Warwick
The Land That Time Forgot,David Huffman
The Land That Time Forgot,Jim Henson
The Land That Time Forgot,Aldo Giuffrè
The Green Berets,Paulette Goddard
The Green Berets,Carla Gallo
The Green Berets,Lance Henriksen
The Green Berets,Cindy Morgan
Son In Law,Om Puri
Son In Law,L.Q. Jones
Son In Law,Ni Ten
Son In Law,Stanley Swerdlow
In Too Deep,Stephen Peace
In Too Deep,Lotte Lenya
In Too Deep,Tom Chapin
In Too Deep,Finn Carter
Nothing Personal,Janet Margolin
Nothing Personal,Leo Gordon
Nothing Personal,Edward James Olmos
Nothing Personal,Michael Gambon
The Day the Earth Caught Fire,Upendra Limaye
The Day the Earth Caught Fire,Peter Coyote
The Day the Earth Caught Fire,John Rhys-Davies
The Day the Earth Caught Fire,Bernadette Peters
She,Richard Backus
She,Audrey Meadows
She,Cybill Shepherd
She,William Carroll
Tension,Corinne Clery
Tension,Richard Chamberlain
Tension,Brian Dennehy
Tension,Jean Taylor Smith
The Big Combo,Cary Elwes
The Big Combo,Victor Mature
The Big Combo,Sam J. Jones
The Big Combo,Eduard von Winterstein
Gunga Din,Theodore Bikel
Gunga Din,Art Evans
Gunga Din,Harvey Fierstein
Gunga Din,Demi Moore
Bad Timing,Lila Kedrova
Bad Timing,Ernest Thesiger
Bad Timing,Raoul Bhaneja
Bad Timing,Don Alder
The Bridge of San Luis Rey,Ursula Weiss
The Bridge of San Luis Rey,Ming-Na Wen
The Bridge of San Luis Rey,Kelly Lynch
The Bridge of San Luis Rey,Steven Warner
At First Sight,Kim Stanley
At First Sight,Jimi Mistry
At First Sight,Sarel Bok
At First Sight,Aitana Sánchez-Gijón
Bhaji on the Beach,Juliette Binoche
Bhaji on the Beach,William Hopper
Bhaji on the Beach,Sheldon Peters Wolfchild
Bhaji on the Beach,Austin O'Brien
The 4th Floor,Jason Scott Lee
The 4th Floor,Ben Duncan
The 4th Floor,Donald Pleasence
The 4th Floor,Jeff Chandler
The Mechanic,Claude Rich
The Mechanic,James Stacy
It's a Wonderful World,Jenny Wright
My Bloody Valentine,John Payne
My Bloody Valentine,Caroline Langrishe
My Bloody Valentine,Tom Atkins
My Bloody Valentine,Douglas Spencer
The Golden Voyage of Sinbad,Josh Lucas
The Golden Voyage of Sinbad,Robert MacNaughton
The Golden Voyage of Sinbad,Ted Sorel
The Golden Voyage of Sinbad,Shelley Long
Backfire!,Julia Ormond
Backfire!,Dennis Price
Backfire!,Robert Downey Jr.
Backfire!,Gemma Phoenix
Something to Talk About,John Cullum
Something to Talk About,Amanda Plummer
Better Off Dead,Joan Chen
Better Off Dead,Robert Knott
Better Off Dead,John Dall
Better Off Dead,Edward Norton
Empire of the Ants,William Hootkins
Empire of the Ants,Joan Sims
Empire of the Ants,Frank Oz
Empire of the Ants,John Wray
20 Million Miles to Earth,Bryan Forbes
20 Million Miles to Earth,Jill Clayburgh
20 Million Miles to Earth,Anna May Wong
20 Million Miles to Earth,Campbell Scott
Tower of Evil,Paula Prentiss
Tower of Evil,Catlin Adams
Tower of Evil,Paul Hogan
Tower of Evil,Kenneth Nelson
"""The Beast from 20",James Fox
"""The Beast from 20",Gigi Perreau
"""The Beast from 20",Richard Burton
"""The Beast from 20",Laurence Luckinbill
The Valley of Gwangi,Pier Angeli
The Valley of Gwangi,Lesley Ann Warren
The Valley of Gwangi,Anna Proclemer
The Valley of Gwangi,Jeanne Tripplehorn
Nomads,Tim Herbert
Nomads,Audra McDonald
Nomads,Hanno Pöschl
Nomads,Hark Bohm
The Monster That Challenged the World,George Brent
The Monster That Challenged the World,Sean Young
The Monster That Challenged the World,Peter Bogdanovich
The Monster That Challenged the World,Dick Rude
Hardcore,Anna Karen
Hardcore,Lars Brygmann
Hardcore,Jean-Pierre Cassel
Hardcore,Yun-ah Song
Made in U.S.A.,Lena Olin
Made in U.S.A.,Shelley Long
Made in U.S.A.,Ellen Drew
Made in U.S.A.,Lois Chiles
"""Next Stop",Christian Slater
"""Next Stop",Joanasie Salamonie
"""Next Stop",John Gavin
"""Next Stop",Josh Brolin
Don't Tell Mom the Babysitter's Dead,Bob Holt
Don't Tell Mom the Babysitter's Dead,Rhea Perlman
Don't Tell Mom the Babysitter's Dead,Wendel Meldrum
Don't Tell Mom the Babysitter's Dead,Gloria Swanson
Alias Jesse James,Gabrielle Anwar
Alias Jesse James,Elliott Gould
Alias Jesse James,Hoyt Axton
Alias Jesse James,Reggie Bannister
Dimples,Tak Sakaguchi
Dimples,Juliette Mills
Dimples,Ryann Davey
Dimples,Reni Santoni
Outrage,Robert Sean Leonard
Outrage,Bruce Davison
Outrage,Martha Vickers
Outrage,Fredric March
Black Sunday,Roy Orbison
Black Sunday,Ann Wedgeworth
Black Sunday,Vanessa Redgrave
Black Sunday,John Gielgud
52 Pick-Up,Josh Pais
52 Pick-Up,Michael Redgrave
52 Pick-Up,Andrea Riseborough
52 Pick-Up,Joyce Van Patten
The Collector,Peter Facinelli
The Collector,Gemma Phoenix
The Collector,Lacey Chabert
The Collector,John Fiedler
Werewolf of London,Marshall Bell
Werewolf of London,Kyle T. Heffner
Werewolf of London,Kim Novak
Werewolf of London,Stanley Holloway
Fiend without a face,Wolfgang Preiss
Fiend without a face,Paul L. Smith
Fiend without a face,Nancy Olson
Fiend without a face,Ronny Cox
Motel Hell,Pete Smith
Motel Hell,Kevin Costner
Motel Hell,Arturo de Córdova
Motel Hell,Ethan Embry
A Midnight Clear,Harry Crosby
A Midnight Clear,Emilie de Ravin
A Midnight Clear,Tracey Ullman
A Midnight Clear,Oliver Tobias
Repo Man,Clifton Webb
Repo Man,Slim Pickens
Repo Man,Pascale Bussières
Repo Man,William Powell
The Gauntlet,Clifton Webb
The Gauntlet,Slim Pickens
The Gauntlet,Geneviève Page
The Gauntlet,Beverly Bonner
Every Which Way But Loose,Clifton Webb
Every Which Way But Loose,Slim Pickens
Every Which Way But Loose,Geneviève Page
Every Which Way But Loose,Scarlett Johansson
Bronco Billy,Clifton Webb
Bronco Billy,Slim Pickens
Bronco Billy,Geneviève Page
Bronco Billy,William Shatner
Any Which Way You Can,Clifton Webb
Any Which Way You Can,Burt Lancaster
Any Which Way You Can,Jane Adams
Any Which Way You Can,Madeleine Stowe
City Heat,Flora Robson
City Heat,Diane Varsi
City Heat,Michael York
City Heat,Samson Jorah
Fatso,Clifton Webb
Fatso,Berj Fazalian
Fatso,Timothy Busfield
Fatso,Tia Carrere
Pink Cadillac,Clifton Webb
Pink Cadillac,Jeff Daniels
Pink Cadillac,Charlize Theron
Pink Cadillac,Norman Kerry
White Hunter Black Heart,Helena Bergström
The Wings of the Dove,Timothy Dalton
The Wings of the Dove,Annie McEnroe
The Wings of the Dove,Maureen O’Hara
The Wings of the Dove,Ann Todd
Made in Heaven,Clive Brook
Made in Heaven,Robert Cummings
Made in Heaven,Dom DeLuise
Made in Heaven,Ben Kingsley
The Killer Elite,Will Smith
The Killer Elite,Edward Herrmann
The Killer Elite,Robert Logan
The Killer Elite,Wendy Crewson
Triumph of the Spirit,Alec Clunes
Triumph of the Spirit,Joan Freeman
Triumph of the Spirit,Peter Falk
Father Brown,Steven Williams
Father Brown,Jean Seberg
Footsteps in the Fog,Jeremy Kemp
Footsteps in the Fog,James Stewart
Footsteps in the Fog,Michael C. Williams
Footsteps in the Fog,John Meillon
The Wrong Box,Edward James Olmos
The Wrong Box,Marshall Thompson
The Wrong Box,Lionel Barrymore
The Wrong Box,Mildred Natwick
First Men in the Moon,Hugh Laurie
First Men in the Moon,Joan Sims
First Men in the Moon,Donald Crisp
First Men in the Moon,Morgan Woodward
Earth vs. the flying saucers,Cliff Richard
Earth vs. the flying saucers,Dolores Costello
Earth vs. the flying saucers,Basil Wallace
Earth vs. the flying saucers,Paul Douglas
Underworld U.S.A.,Cary Elwes
Underworld U.S.A.,Myrna Fahey
Underworld U.S.A.,Melody Anderson
Underworld U.S.A.,Regina King
Mr. Blandings Builds His Dream House,Cary Elwes
Mr. Blandings Builds His Dream House,Myrna Fahey
Mr. Blandings Builds His Dream House,Shirley Stoler
The Bachelor and the Bobby-Soxer,John Cullum
The Bachelor and the Bobby-Soxer,Joel Moore
The Bachelor and the Bobby-Soxer,Kristen Cloke
The Bachelor and the Bobby-Soxer,Delroy Lindo
One Crazy Summer,Nick Mancuso
One Crazy Summer,Sherilyn Fenn
One Crazy Summer,Alan Alda
One Crazy Summer,John Glover
Mother Night,Matthew McConaughey
Mother Night,Linda Darnell
Mother Night,Ronee Blakley
Mother Night,Michael Sarrazin
Vision Quest,Alan Alda
Vision Quest,James Brown
Vision Quest,Jack Klugman
Vision Quest,Loren Lester
Freebie and the Bean,Julie Carmen
Freebie and the Bean,Fredric March
Freebie and the Bean,Gerda Nicolson
Freebie and the Bean,Berry Berenson
Demon Seed,Jock Mahoney
Demon Seed,Martin Shaw
Demon Seed,Alexis Cruz
Demon Seed,Morris Day
The Little Girl Who Lives Down The Lane,Oyanka Cabezas
The Little Girl Who Lives Down The Lane,Vincent Spano
The Little Girl Who Lives Down The Lane,Joey Lauren Adams
The Little Girl Who Lives Down The Lane,Johnny Knoxville
Rock 'n' Roll High School,Bette Davis
Rock 'n' Roll High School,Barbara Harris
Rock 'n' Roll High School,John Harkins
Rock 'n' Roll High School,Sophie Ward
Beaches,Tom Conti
Beaches,Michael Rapaport
Beaches,James Belushi
Beaches,Joe Pesci
The Loneliness of the Long Distance Runner,Rochelle Davis
The Loneliness of the Long Distance Runner,Paula Marshall
The Loneliness of the Long Distance Runner,Maria Montez
The Loneliness of the Long Distance Runner,John McEnery
Man’s Favorite Sport?,Rochelle Davis
Man’s Favorite Sport?,Doris Davenport
Man’s Favorite Sport?,Tony Mascia
Man’s Favorite Sport?,Edgar Kennedy
Lover Come Back,Rachel Hayward
Lover Come Back,Harriet Lenabe
Lover Come Back,Patrick Van Horn
Lover Come Back,Zooey Deschanel
Morning Glory,River Phoenix
Morning Glory,Anna Chlumsky
Morning Glory,Keye Luke
Morning Glory,Jennifer Aniston
Perfect Strangers,Nick Mancuso
Perfect Strangers,Greta Lind
Jefferson in Paris,Eric Stoltz
Jefferson in Paris,Elizabeth Daily
Jefferson in Paris,Michael Fox
Jefferson in Paris,Dennis Hoey
Samson and Delilah,Kevin Conroy
Samson and Delilah,Judd Hirsch
Samson and Delilah,Sam Riley
Samson and Delilah,Christopher Walken
Fandango,Yvonne Zima
The Incredible Mr Limpet,Peter Vaughan
The Incredible Mr Limpet,Salma Hayek
The Incredible Mr Limpet,George Lazenby
The Incredible Mr Limpet,Thomas Coley
Shakedown,Sean Patrick Flanery
Shakedown,Jennifer Grey
Shakedown,Jude Law
Shakedown,Phoebe Brand
Fast Times At Ridgemont High,Capucine
Fast Times At Ridgemont High,Andrew Duggan
Fast Times At Ridgemont High,Keir Dullea
Fast Times At Ridgemont High,Charlotte Lewis
Never Let Me Go,Crispin Glover
Never Let Me Go,Daria Nicolodi
Never Let Me Go,Robert Hutton
Never Let Me Go,Meredith Baxter
Night of the Demons 2,Shirley Henderson
Night of the Demons 2,Brendan Fletcher
Night of the Demons 2,Rick Scully
Night of the Demons 2,Lonette McKee
Mrs. Winterbourne,Brenda Vaccaro
Mrs. Winterbourne,Shaun Parkes
Mrs. Winterbourne,Michael Parks
Mrs. Winterbourne,Matt Dillon
Rampage,Barton Heyman
Rampage,Booker Bradshaw
Rampage,Vincent Perez
Rampage,Barbara Lindsay
Tower of London,Morey Amsterdam
Tower of London,Armand Assante
Tower of London,Noley Thornton
Tower of London,Adrienne Shelly
The Power of One,Theodore Bikel
The Power of One,Mark Hamill
The Power of One,James Robertson Justice
The Power of One,Will Hutchins
Cold Heaven,Gene Dynarski
Cold Heaven,Robert Hays
Cold Heaven,Steve Bisley
Cold Heaven,James Earl Jones
The Steel Helmet,Dennis Price
The Steel Helmet,Carla Gugino
The Steel Helmet,Stan Laurel
The Steel Helmet,Paige Rowland
Tough Enough,Vincent Perez
Tough Enough,Ellen DeGeneres
Tough Enough,Vladimir Radian
Tough Enough,Betty White
The Baron of Arizona,Michael Callan
The Baron of Arizona,Anne Suzuki
The Baron of Arizona,Stephen Collins
The Baron of Arizona,Anthony Ross
The Castle,Danny Huston
The Castle,Virginia Madsen
The Castle,Booker Bradshaw
The Secret Life of Walter Mitty,Laird Cregar
The Secret Life of Walter Mitty,Greg Kinnear
The Secret Life of Walter Mitty,Rebecca Gayheart
The Secret Life of Walter Mitty,Elissa Landi
Riptide,Elaine Hendrix
Riptide,Stuart Townsend
Riptide,Tom Stern
Riptide,Peggy Dow
The Story of Ruth,Isabelle De Valvert
The Story of Ruth,Lois Smith
The Story of Ruth,Nova Pilbeam
The Story of Ruth,Augustus Philips
Copacabana,Lee Grant
Copacabana,Katherine Squire
Copacabana,Simon Lack
Copacabana,George Macready
The Sword and the Sorcerer,Yul Brynner
The Sword and the Sorcerer,Hurd Hatfield
Face,Sean Connery
Face,Monica Vitti
Face,Sandy Dennis
Face,Warner Oland
The Corpse Grinders,William Katt
The Corpse Grinders,Colm Meaney
The Corpse Grinders,Jeff Morrow
The Corpse Grinders,Jeroen Krabbé
Two Thousand Maniacs!,Trey Wilson
Two Thousand Maniacs!,Steve Lawrence
Two Thousand Maniacs!,Lance Guest
Piranha Part Two: The Spawning,Michaela Beck
Piranha Part Two: The Spawning,Arsenio Hall
Piranha Part Two: The Spawning,Gabrielle Fitzpatrick
Speaking Parts,Patrick Swayze
Speaking Parts,Margaret Lockwood
Speaking Parts,Thomas Mitchell
Speaking Parts,Benno Fürmann
Next of Kin,Timothy Dalton
Next of Kin,Sean Patrick Flanery
Next of Kin,Pascale Bussières
Next of Kin,Joyce Carey
The Falcon and the Snowman,Gene Evans
The Falcon and the Snowman,Teresa Wright
The Falcon and the Snowman,Buddy Hackett
The Falcon and the Snowman,Eli Wallach
Full Moon in Blue Water,Austin Pendleton
Full Moon in Blue Water,Robert Wagner
Full Moon in Blue Water,Dick Foran
Full Moon in Blue Water,Evan C. Kim
One Touch of Venus,Pete Smith
One Touch of Venus,Brian Van Holt
One Touch of Venus,Marcel Journet
One Touch of Venus,Cassandra Peterson
Late for Dinner,Alan King
Late for Dinner,Molly Shannon
Late for Dinner,Charles Aznavour
Branded,Fred Gwynne
Branded,Charlotte Rampling
Branded,Donna Dixon
Branded,Barbara Gordon
The Far Horizons,Adam Baldwin
The Far Horizons,Sheila Tousey
The Far Horizons,Ione Skye
The Far Horizons,Eric Roberts
Squanto: A Warrior's Tale,George Sanders
Squanto: A Warrior's Tale,Lee Marvin
Squanto: A Warrior's Tale,Rod Mullinar
Squanto: A Warrior's Tale,Eileen Brennan
No Way to Treat a Lady,Richard Harris
No Way to Treat a Lady,Art Metrano
No Way to Treat a Lady,Julie Harris
No Way to Treat a Lady,Cyd Charisse
Second Chance,David McKay
Ring of Fire,Jack Weston
Ring of Fire,Danielle von Zerneck
Ring of Fire,Kim Basinger
Ring of Fire,Roy Butler
The Protector,Mary Philbin
The Protector,Rod Taylor
The Protector,Jamyang Jamtsho Wangchuk
The Protector,William Roerick
Dead of Winter,Veronica Cartwright
Dead of Winter,Jerry Adler
Dead of Winter,Jamie Foxx
Dead of Winter,Jennifer Daniel
Deranged,Tim Daly
Deranged,Kimberly Elise
Deranged,Jamie Foxx
Deranged,Alan David
If Looks Could Kill,Neil Dickson
If Looks Could Kill,Maureen O'Hara
If Looks Could Kill,Byron Mann
If Looks Could Kill,Doris Hare
Tarzan the Ape Man,Billy Crudup
Tarzan the Ape Man,Alan Hale
Tarzan the Ape Man,Jo-Ann Robinson
Tarzan the Ape Man,Robert Oliveri
Memories of Me,James Caan
Memories of Me,Dennis Miller
Memories of Me,Brenda Fricker
Memories of Me,Reginald Denny
Captains of the Clouds,James Badge Dale
Captains of the Clouds,Tung Thanh Tran
Captains of the Clouds,Leila Hyams
Captains of the Clouds,Dennis Price
Gang Related,Jason Miller
Gang Related,Jennifer Grey
Gang Related,Salma Hayek
Gang Related,Max Julien
Rush,Sandra Bullock
Rush,Dean Martin
Rush,Eartha Kitt
Rush,Lizabeth Scott
The Dunwich Horror,Glenn Close
The Dunwich Horror,Hope Davis
The Dunwich Horror,Charles Bickford
The Dunwich Horror,Rhys Ifans
Love is a Ball,Maury Chaykin
Love is a Ball,Don Duong
Love is a Ball,Richard O'Brien
Love is a Ball,George Moss
The Mack,Ben Johnson
The Mack,Charles Coburn
The Mack,Kevin Zegers
The Mack,Helen Hunt
Pascali's Island,Colin Firth
Pascali's Island,Jack Thibeau
